,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-02-07,39525433,1172930799,29.3,29.95,29.25,29.95,0.95,15958
1,2022-02-08,31791868,955899049,29.95,30.3,29.8,30.1,0.15,11884
2,2022-02-09,30832541,932679186,30.1,30.35,30.05,30.35,0.25,12352
3,2022-02-10,20317023,613901148,30.35,30.4,30.1,30.3,-0.05,9595
4,2022-02-11,19518221,589585617,30.15,30.4,30.0,30.4,0.1,6794
5,2022-02-14,19508823,590149365,30.25,30.35,30.1,30.35,-0.05,7194
6,2022-02-15,21217607,643071464,30.35,30.45,30.25,30.25,-0.1,10871
7,2022-02-16,26953848,824025228,30.35,30.95,30.3,30.65,0.4,14000
8,2022-02-17,29662430,907234336,30.95,30.95,30.35,30.5,-0.15,10626
9,2022-02-18,12691782,385585226,30.15,30.65,30.15,30.35,-0.15,6017
10,2022-02-21,34942550,1054051956,30.15,30.3,30.1,30.2,-0.15,7005
11,2022-02-22,40659551,1215562181,30.0,30.05,29.8,30.0,-0.2,15482
12,2022-02-23,16033635,480803028,29.9,30.05,29.9,30.0,0.0,6304
13,2022-02-24,42717189,1261022816,29.75,29.75,29.25,29.6,-0.4,22072
14,2022-02-25,45966532,1350079955,29.6,29.6,29.1,29.45,-0.15,14635
