,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-01-03,11041923,310195374,28.1,28.2,28.0,28.0,-0.05,6272
1,2022-01-04,10745448,301405138,28.05,28.15,28.0,28.1,0.1,5474
2,2022-01-05,25356526,699150937,28.0,28.2,28.0,28.2,0.1,7273
3,2022-01-06,29977013,852790079,28.3,28.55,28.2,28.55,0.35,11091
4,2022-01-07,31308829,905479588,28.65,29.0,28.65,28.95,0.4,12642
5,2022-01-10,14716503,425247958,28.9,28.95,28.8,28.95,0.0,8623
6,2022-01-11,26845564,781374115,28.9,29.3,28.85,29.3,0.35,10420
7,2022-01-12,33402540,979004953,29.3,29.45,29.1,29.4,0.1,11010
8,2022-01-13,31921443,946459797,29.45,29.9,29.4,29.9,0.5,13621
9,2022-01-14,26636242,786485116,29.9,29.9,29.05,29.5,-0.4,19115
10,2022-01-17,17040590,497508967,29.35,29.45,29.1,29.2,-0.3,10088
11,2022-01-18,13360112,390253555,29.2,29.4,29.0,29.2,0.0,6150
12,2022-01-19,15678080,455394109,29.1,29.15,29.0,29.0,-0.2,9586
13,2022-01-20,21129970,610734513,29.0,29.05,28.75,28.95,-0.05,6943
14,2022-01-21,21736543,625022839,28.75,28.9,28.65,28.85,-0.1,8422
15,2022-01-24,18469807,527637397,28.55,28.85,28.35,28.85,0.0,10062
16,2022-01-25,26534084,758183935,28.5,28.85,28.4,28.85,0.0,9522
17,2022-01-26,15564356,450475218,28.85,29.05,28.7,29.0,0.15,6683
