,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-08-02,21511806,1111476277,51.5,52.2,51.5,51.8,0.0,5360
1,2021-08-03,26329816,1368005256,52.0,52.2,51.7,52.1,0.3,7507
2,2021-08-04,28022550,1456456456,52.3,52.4,51.8,51.9,-0.2,8608
3,2021-08-05,94576477,4421217082,45.6,47.15,45.6,46.35,0.0,28226
4,2021-08-06,20295408,936702590,46.5,46.55,46.0,46.05,-0.3,10250
5,2021-08-09,19825187,903062938,46.05,46.05,45.05,45.85,-0.2,7631
6,2021-08-10,10356614,472034109,46.0,46.0,45.4,45.55,-0.3,4477
7,2021-08-11,11848539,539204276,45.5,45.9,45.15,45.6,0.05,4133
8,2021-08-12,7921546,361960177,45.8,45.85,45.55,45.75,0.15,2730
9,2021-08-13,8662187,395147803,45.8,45.95,45.5,45.6,-0.15,3409
10,2021-08-16,15094757,676774399,45.6,45.6,44.5,44.6,-1.0,7851
11,2021-08-17,15441638,679878842,44.7,44.75,43.75,43.75,-0.85,7384
12,2021-08-18,14331289,627466606,43.7,44.2,43.35,44.1,0.35,5885
13,2021-08-19,13056881,568431167,44.1,44.15,43.3,43.35,-0.75,5968
14,2021-08-20,10016245,432379512,43.35,43.65,43.0,43.0,-0.35,5750
15,2021-08-23,5750159,251484427,43.5,44.0,43.35,43.6,0.6,2814
16,2021-08-24,5341101,233636620,43.8,43.9,43.55,43.8,0.2,2303
17,2021-08-25,7165746,315238426,43.95,44.3,43.85,43.95,0.15,2779
18,2021-08-26,9150363,400720341,44.0,44.1,43.6,43.65,-0.3,4326
19,2021-08-27,5966425,263659761,43.7,44.4,43.7,44.2,0.55,2691
20,2021-08-30,6170999,274942530,44.3,44.8,44.3,44.7,0.5,2774
21,2021-08-31,7370290,329632055,44.7,44.95,44.4,44.9,0.2,2574
