,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-07-01,21255834,1077678755,50.9,51.0,50.6,50.6,-0.4,10298
1,2021-07-02,17261412,874049827,50.6,50.9,50.5,50.5,-0.1,9946
2,2021-07-05,24887100,1261086884,50.9,51.0,50.5,50.6,0.1,10379
3,2021-07-06,24057474,1227257324,50.9,51.3,50.7,51.2,0.6,10566
4,2021-07-07,24259700,1241307825,51.1,51.3,51.0,51.3,0.1,10028
5,2021-07-08,53623501,2814784412,51.5,52.9,51.5,52.8,1.5,22774
6,2021-07-09,37913759,1977412863,52.5,52.8,51.8,52.0,-0.8,16074
7,2021-07-12,26725789,1390815526,52.2,52.4,51.8,52.2,0.2,10097
8,2021-07-13,23392966,1217373151,52.5,52.5,51.7,51.9,-0.3,9927
9,2021-07-14,20343534,1047180343,51.9,52.0,51.3,51.5,-0.4,8784
10,2021-07-15,11938157,615005211,51.5,51.8,51.3,51.6,0.1,5094
11,2021-07-16,12188101,627236112,51.5,51.6,51.3,51.5,-0.1,5958
12,2021-07-19,11286149,583396825,51.4,52.0,51.3,52.0,0.5,4773
13,2021-07-20,10145510,523710103,51.6,51.8,51.4,51.7,-0.3,4446
14,2021-07-21,24843451,1291868626,52.0,52.4,51.7,51.8,0.1,10518
15,2021-07-22,16553240,861904218,52.3,52.3,51.9,52.1,0.3,7073
16,2021-07-23,34420099,1813726922,52.3,53.1,52.2,53.0,0.9,13742
17,2021-07-26,24737557,1320028119,53.4,53.8,53.0,53.2,0.2,10862
18,2021-07-27,18654939,986141697,53.3,53.3,52.6,53.0,-0.2,8187
19,2021-07-28,36454371,1908346074,52.8,53.0,52.0,52.4,-0.6,13822
20,2021-07-29,18957983,995989067,52.5,52.9,52.1,52.9,0.5,7236
21,2021-07-30,12473682,657537327,52.9,52.9,52.5,52.6,-0.3,5158
