,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-09-01,14853294,715327703,48.35,48.4,47.85,48.4,-0.05,6367
1,2021-09-02,7950602,381046909,48.4,48.4,47.7,47.9,-0.5,5363
2,2021-09-03,12079469,583541256,47.9,48.55,47.85,48.5,0.6,5343
3,2021-09-06,13088873,637872597,48.5,49.1,48.15,48.8,0.3,6743
4,2021-09-07,9922236,484132964,48.8,49.0,48.55,48.75,-0.05,4158
5,2021-09-08,12388795,601734602,48.7,48.95,48.2,48.55,-0.2,6135
6,2021-09-09,10767981,516887542,48.0,48.2,47.8,48.2,-0.35,5405
7,2021-09-10,15964832,777172926,48.2,49.0,48.05,49.0,0.8,6046
8,2021-09-13,26844114,1337666856,49.0,50.2,49.0,50.1,1.1,12781
9,2021-09-14,52514826,2693011728,51.1,52.0,50.7,51.4,1.3,22808
10,2021-09-15,22851564,1170187717,51.4,51.8,50.9,51.2,-0.2,9302
11,2021-09-16,23613199,1213863553,51.2,51.7,50.8,51.7,0.5,10478
12,2021-09-17,19210504,979595708,51.7,51.7,50.7,50.7,-1.0,8533
13,2021-09-22,21834512,1096348483,49.8,50.7,49.5,50.7,0.0,11824
14,2021-09-23,14047092,718248775,51.1,51.6,50.8,51.2,0.5,5743
15,2021-09-24,13566958,697185968,51.4,51.7,51.2,51.3,0.1,6061
16,2021-09-27,13986133,713047042,51.2,51.3,50.6,51.1,-0.2,6552
17,2021-09-28,14358658,730891243,50.6,51.4,50.2,51.0,-0.1,5787
18,2021-09-29,13130388,664791755,50.4,51.0,50.3,50.6,-0.4,6958
19,2021-09-30,15663100,796503554,50.4,51.3,50.3,51.0,0.4,5086
