,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-11-01,8569471,412782499,48.25,48.25,48.1,48.25,0.0,5446
1,2021-11-02,9990897,483048079,48.4,48.75,48.1,48.15,-0.1,6175
2,2021-11-03,6499438,312795065,48.15,48.25,48.05,48.15,0.0,4823
3,2021-11-04,7182214,345640337,48.2,48.35,48.05,48.1,-0.05,5131
4,2021-11-05,14223233,682201520,48.05,48.15,47.85,48.15,0.05,9371
5,2021-11-08,11878265,578466104,48.3,48.95,48.25,48.95,0.8,5947
6,2021-11-09,8393162,408020968,49.0,49.05,48.4,48.8,-0.15,7364
7,2021-11-10,8952723,434849264,48.75,48.75,48.4,48.7,-0.1,4952
8,2021-11-11,10677681,520325076,48.75,48.95,48.55,48.8,0.1,5296
9,2021-11-12,12224639,593820104,48.7,48.8,48.3,48.7,-0.1,6641
10,2021-11-15,14171684,686670726,48.7,48.75,48.3,48.6,-0.1,8894
11,2021-11-16,14046351,681336491,48.55,48.85,48.35,48.65,0.05,17542
12,2021-11-17,13074161,632725899,48.55,48.6,48.25,48.55,-0.1,6688
13,2021-11-18,10922048,527672485,48.45,48.5,48.25,48.3,-0.25,6079
14,2021-11-19,14300766,688667075,48.3,48.4,48.0,48.3,0.0,8950
15,2021-11-22,12526780,600474167,48.0,48.2,47.85,47.9,-0.4,25629
16,2021-11-23,10553225,504511654,47.9,47.95,47.75,47.8,-0.1,8703
17,2021-11-24,20035748,951068796,47.7,47.75,47.3,47.45,-0.35,16482
18,2021-11-25,14915771,703460683,47.4,47.45,47.05,47.15,-0.3,9982
19,2021-11-26,25061818,1167880387,47.0,47.05,46.5,46.5,-0.65,18087
20,2021-11-29,18676312,864553321,46.05,46.65,45.95,46.5,0.0,11603
21,2021-11-30,34666716,1611298375,46.5,47.3,46.0,46.0,-0.5,10910
