,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-01-03,120579321,7703650583,65.2,65.5,63.2,63.4,-1.6,53695
1,2022-01-04,113869488,7199967522,63.5,64.0,62.8,63.0,-0.4,48968
2,2022-01-05,83199424,5269138715,63.0,64.0,62.7,63.1,0.1,35367
3,2022-01-06,80954633,5065137992,62.5,62.9,62.4,62.7,-0.4,38516
4,2022-01-07,99406218,6249676446,63.7,63.7,62.5,62.6,-0.1,40236
5,2022-01-10,96153356,5967864106,62.0,62.5,61.8,62.1,-0.5,41817
6,2022-01-11,44373034,2758117283,62.3,62.5,61.9,62.1,0.0,20115
7,2022-01-12,74326930,4617740586,62.7,62.8,61.8,61.9,-0.2,32024
8,2022-01-13,115987854,7308096525,62.1,63.6,62.1,63.3,1.4,47782
9,2022-01-14,92692964,5814297368,63.5,63.5,62.2,62.7,-0.6,40502
10,2022-01-17,155223136,9905586991,63.1,64.4,63.0,64.3,1.6,58200
11,2022-01-18,97361618,6266004521,64.5,64.9,63.8,63.8,-0.5,42747
12,2022-01-19,75426320,4754340700,63.0,63.5,62.8,62.8,-1.0,36420
13,2022-01-20,62252029,3935702373,62.9,63.8,62.5,63.5,0.7,24116
14,2022-01-21,84304314,5298432673,62.7,63.3,62.6,62.8,-0.7,36686
15,2022-01-24,105175064,6530463850,62.3,62.8,61.2,62.6,-0.2,46910
16,2022-01-25,128936775,7958973785,61.8,62.2,61.5,61.5,-1.1,54791
17,2022-01-26,402133363,23148847286,56.4,58.5,56.1,57.3,-4.2,186194
