,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-09-01,10604257,235592828,22.25,22.3,22.15,22.2,-0.15,4090
1,2021-09-02,9779824,215743293,22.15,22.2,22.0,22.05,-0.15,4356
2,2021-09-03,12076002,268306152,22.15,22.3,22.05,22.3,0.25,4142
3,2021-09-06,9522947,212550097,22.3,22.35,22.25,22.35,0.05,3846
4,2021-09-07,11305390,252739258,22.35,22.4,22.25,22.4,0.05,4038
5,2021-09-08,18993464,418914598,22.05,22.2,21.95,22.05,0.0,6124
6,2021-09-09,12797845,280733786,22.0,22.0,21.85,21.9,-0.15,3949
7,2021-09-10,9326916,204982742,21.85,22.05,21.85,22.05,0.15,2800
8,2021-09-13,9269787,203644928,22.0,22.05,21.8,22.05,0.0,3331
9,2021-09-14,12093656,267474719,22.1,22.2,22.0,22.2,0.15,3342
10,2021-09-15,11108617,245511429,22.2,22.2,22.0,22.15,-0.05,3820
11,2021-09-16,7867306,174373992,22.1,22.2,22.1,22.2,0.05,3038
12,2021-09-17,19315282,425848968,22.2,22.2,22.0,22.0,-0.2,4271
13,2021-09-22,20561026,446484234,21.75,21.85,21.6,21.75,-0.25,10838
14,2021-09-23,9035479,198743814,21.85,22.1,21.85,22.1,0.35,2680
15,2021-09-24,5118848,113360983,22.15,22.2,22.1,22.15,0.05,2563
16,2021-09-27,6081316,134417587,22.1,22.2,22.05,22.05,-0.1,2537
17,2021-09-28,6825419,150650718,22.0,22.15,21.95,22.15,0.1,2654
18,2021-09-29,13485132,296372088,22.1,22.1,21.9,22.05,-0.1,6388
19,2021-09-30,8318893,183206052,22.0,22.1,21.9,22.1,0.05,2388
