,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-05-03,7320784,206270867,28.4,28.4,28.1,28.15,-0.35,4841
1,2022-05-04,7333213,206089963,28.15,28.2,28.0,28.05,-0.1,4132
2,2022-05-05,14386257,402466658,28.35,28.4,27.8,27.8,-0.25,8896
3,2022-05-06,20152206,550147591,27.2,27.5,27.1,27.4,-0.4,10962
4,2022-05-09,30896689,823405492,27.0,27.1,26.4,26.4,-1.0,18121
5,2022-05-10,29573943,772268218,25.95,26.55,25.65,26.2,-0.2,11002
6,2022-05-11,14644943,382914675,26.05,26.3,26.0,26.15,-0.05,6055
7,2022-05-12,32932814,843720035,26.05,26.05,25.35,25.35,-0.8,16386
8,2022-05-13,19176351,488293180,25.35,25.7,25.15,25.5,0.15,7511
9,2022-05-16,14051126,360067515,25.8,25.95,25.5,25.65,0.15,6245
10,2022-05-17,16388005,424898522,25.85,26.2,25.5,26.0,0.35,7186
11,2022-05-18,38365160,1034432944,26.0,27.4,26.0,27.3,1.3,12668
12,2022-05-19,28515305,759882351,26.6,26.9,26.3,26.85,-0.45,8578
13,2022-05-20,20830058,563423537,27.05,27.2,26.75,27.15,0.3,5869
14,2022-05-23,19998209,544421863,27.45,27.5,26.85,27.25,0.1,6470
15,2022-05-24,13487189,369155250,27.2,27.5,27.15,27.35,0.1,4736
16,2022-05-25,14050464,383954227,27.25,27.5,27.05,27.4,0.05,5281
17,2022-05-26,20919866,577008228,27.45,27.7,27.35,27.7,0.3,6400
18,2022-05-27,17787694,496096155,27.75,28.0,27.55,28.0,0.3,6382
19,2022-05-30,20294771,569587851,28.05,28.2,27.8,28.2,0.2,7267
20,2022-05-31,64072674,1800495501,28.15,28.15,27.8,28.15,-0.05,5539
