,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-01-03,8789746,223566853,25.45,25.6,25.3,25.4,-0.05,4867
1,2022-01-04,10069743,254748950,25.4,25.45,25.2,25.4,0.0,5424
2,2022-01-05,9374309,238253888,25.3,25.55,25.3,25.55,0.15,4241
3,2022-01-06,11340344,290497042,25.5,25.75,25.4,25.75,0.2,5363
4,2022-01-07,16679170,433420752,25.75,26.2,25.75,25.95,0.2,6147
5,2022-01-10,14850194,388549029,26.0,26.4,25.9,26.3,0.35,6774
6,2022-01-11,24176564,645417222,26.3,27.0,26.3,26.95,0.65,8985
7,2022-01-12,17159245,463543052,26.95,27.3,26.85,27.15,0.2,7153
8,2022-01-13,16818525,458699465,27.15,27.4,27.05,27.4,0.25,8934
9,2022-01-14,20029919,543546934,27.3,27.4,27.0,27.2,-0.2,10309
10,2022-01-17,13188689,356368919,27.1,27.15,26.95,27.0,-0.2,7596
11,2022-01-18,11920508,321317648,26.95,27.05,26.8,27.05,0.05,6024
12,2022-01-19,12585890,339729827,26.95,27.05,26.9,27.0,-0.05,6979
13,2022-01-20,12111036,324427148,26.85,26.95,26.65,26.8,-0.2,5815
14,2022-01-21,25668495,678108277,26.65,26.7,26.3,26.45,-0.35,11935
15,2022-01-24,22517845,588148560,26.2,26.45,25.85,26.35,-0.1,11307
16,2022-01-25,22703410,590136173,26.0,26.2,25.9,26.2,-0.15,11464
17,2022-01-26,17649801,466359968,26.15,26.6,26.1,26.45,0.25,7956
