,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-08-02,18626756,409978121,21.95,22.1,21.9,22.1,0.25,5120
1,2021-08-03,7189124,159020516,22.0,22.15,22.0,22.15,0.05,2852
2,2021-08-04,11537559,256053291,22.2,22.25,22.15,22.2,0.05,3151
3,2021-08-05,22760954,507021021,22.2,22.35,22.15,22.35,0.15,7929
4,2021-08-06,19636382,437639044,22.3,22.4,22.15,22.3,-0.05,7525
5,2021-08-09,21862644,484010316,22.2,22.2,22.0,22.2,-0.1,7370
6,2021-08-10,27791796,614272906,22.15,22.15,22.05,22.15,-0.05,8641
7,2021-08-11,27315314,584288825,21.3,21.5,21.25,21.45,0.0,9142
8,2021-08-12,18311751,389730024,21.5,21.5,21.15,21.35,-0.1,8686
9,2021-08-13,9193738,194388412,21.3,21.35,21.1,21.15,-0.2,4503
10,2021-08-16,17213982,361564529,21.15,21.2,20.9,21.0,-0.15,7144
11,2021-08-17,10583667,222489270,21.0,21.15,20.95,21.1,0.1,3332
12,2021-08-18,7601208,159991919,21.1,21.1,21.0,21.05,-0.05,3381
13,2021-08-19,15127951,316814125,21.0,21.05,20.9,20.95,-0.1,5869
14,2021-08-20,11163475,234340819,21.05,21.1,20.9,21.05,0.1,4257
15,2021-08-23,7932577,167478222,21.1,21.2,21.0,21.1,0.05,2901
16,2021-08-24,8869068,188901996,21.2,21.45,21.1,21.45,0.35,3000
17,2021-08-25,6461688,138481620,21.5,21.5,21.4,21.4,-0.05,2614
18,2021-08-26,8261704,176673040,21.4,21.45,21.3,21.4,0.0,2642
19,2021-08-27,12833267,278520715,21.45,21.85,21.45,21.85,0.45,4085
20,2021-08-30,14691229,322979581,21.95,22.15,21.85,22.15,0.3,4279
21,2021-08-31,21642194,480699896,22.05,22.35,22.0,22.35,0.2,4688
