,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-07-01,417157122,16656813151,40.65,41.35,38.65,39.1,-0.5,144829
1,2021-07-02,202966854,7990326456,39.6,40.15,38.8,38.95,-0.15,69505
2,2021-07-05,238868607,9578587843,39.95,40.8,39.55,39.9,0.95,82103
3,2021-07-06,138886895,5554150835,40.65,40.65,39.65,39.7,-0.2,50917
4,2021-07-07,237239838,9148164769,39.55,39.85,38.0,38.05,-1.65,92921
5,2021-07-08,151502693,5788996914,38.2,38.8,37.5,38.75,0.7,53476
6,2021-07-09,112385902,4267966872,38.0,38.35,37.7,38.05,-0.7,37843
7,2021-07-12,124509281,4797287176,39.45,39.45,37.8,37.9,-0.15,44167
8,2021-07-13,156744164,5822445978,38.2,38.4,36.5,36.5,-1.4,63837
9,2021-07-14,120746327,4341135366,36.4,36.85,35.5,35.9,-0.6,44408
10,2021-07-15,80161837,2932809207,36.25,37.1,36.05,37.0,1.1,29481
11,2021-07-16,75612897,2752920438,36.7,36.75,36.2,36.35,-0.65,27709
12,2021-07-19,95745158,3481184210,36.2,36.95,36.0,36.6,0.25,33399
13,2021-07-20,130658011,4732911097,36.75,37.1,35.8,36.05,-0.55,43922
14,2021-07-21,142252952,5049801866,36.35,36.6,34.9,35.1,-0.95,53140
15,2021-07-22,83196833,2944927883,35.5,35.95,35.0,35.2,0.1,25637
16,2021-07-23,77640339,2788395537,35.6,36.3,35.35,36.3,1.1,26550
17,2021-07-26,57031398,2057493207,36.65,36.65,35.7,35.8,-0.5,23035
18,2021-07-27,54069216,1913897463,35.95,36.05,35.2,35.2,-0.6,21657
19,2021-07-28,66170519,2330321666,35.15,35.75,34.8,35.3,0.1,24872
20,2021-07-29,67395083,2424558295,35.6,36.45,35.2,36.3,1.0,22981
21,2021-07-30,119482521,4399592306,36.6,37.1,36.35,36.35,0.05,38614
