,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-06-01,191210116,7068863350,37.4,37.7,36.2,37.35,0.4,60613
1,2021-06-02,510200107,19792597056,37.9,39.8,37.3,39.5,2.15,157571
2,2021-06-03,322183566,12600694516,39.75,39.85,38.6,38.8,-0.7,95755
3,2021-06-04,172869870,6673868307,38.5,39.4,38.0,38.05,-0.75,60158
4,2021-06-07,186879281,6985811559,38.4,38.55,36.2,37.3,-0.75,61694
5,2021-06-08,95059305,3554966404,37.2,38.0,37.1,37.2,-0.1,30293
6,2021-06-09,228299365,8245836083,37.05,37.35,35.3,36.1,-1.1,79340
7,2021-06-10,178092426,6364270330,36.1,36.55,35.05,36.15,0.05,54064
8,2021-06-11,152766032,5554450942,36.4,37.1,35.8,36.15,0.0,45089
9,2021-06-15,171242414,6115214475,36.15,36.3,35.35,35.85,-0.3,54681
10,2021-06-16,143531767,5163912069,35.7,36.65,35.45,35.5,-0.35,47367
11,2021-06-17,127653186,4546136456,35.05,36.3,35.05,35.45,-0.05,39926
12,2021-06-18,157041761,5567400766,35.8,35.95,35.0,35.0,-0.45,42670
13,2021-06-21,147587971,5078571117,35.0,35.2,34.0,34.3,-0.7,57248
14,2021-06-22,312181508,11247457989,34.95,37.0,34.8,36.15,1.85,95446
15,2021-06-23,178862303,6408350505,36.55,36.85,35.1,35.4,-0.75,54452
16,2021-06-24,102941515,3704694338,35.8,36.4,35.65,35.8,0.4,29649
17,2021-06-25,102827719,3720961722,36.8,36.85,35.7,35.75,-0.05,34892
18,2021-06-28,297852055,10982728653,36.1,37.75,36.0,37.45,1.7,96996
19,2021-06-29,415486720,15779287038,37.65,38.8,37.1,37.75,0.3,135988
20,2021-06-30,643189465,25449201360,38.5,40.7,38.4,39.6,1.85,215559
