,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-05-03,21701934,778070886,36.1,36.15,35.5,36.0,-0.1,9071
1,2022-05-04,15756428,568855773,36.2,36.2,36.0,36.05,0.05,6699
2,2022-05-05,20289028,739037045,36.4,36.6,36.25,36.35,0.3,8987
3,2022-05-06,26353658,943657116,35.9,35.9,35.6,35.8,-0.55,11022
4,2022-05-09,38253854,1343208373,35.5,35.5,35.0,35.0,-0.8,17696
5,2022-05-10,35945411,1242861571,34.65,34.8,34.2,34.6,-0.4,15873
6,2022-05-11,37327091,1283190845,34.6,34.8,34.2,34.2,-0.4,17642
7,2022-05-12,56673912,1905035635,34.0,34.15,33.2,33.2,-1.0,25906
8,2022-05-13,32137484,1073846111,33.25,33.7,33.25,33.35,0.15,14515
9,2022-05-16,28696594,955166665,33.65,33.65,33.1,33.2,-0.15,13089
10,2022-05-17,33521613,1110831501,33.4,33.45,33.0,33.0,-0.2,15616
11,2022-05-18,31265063,1044634060,33.1,33.65,33.05,33.55,0.55,13482
12,2022-05-19,46477649,1534156303,33.15,33.2,32.9,32.95,-0.6,23550
13,2022-05-20,19723046,657181649,33.1,33.45,33.0,33.35,0.4,8394
14,2022-05-23,26123928,875977470,33.65,33.65,33.35,33.55,0.2,9525
15,2022-05-24,25518783,860278188,33.6,33.95,33.55,33.55,0.0,10743
16,2022-05-25,19372860,653985106,33.65,33.9,33.55,33.85,0.3,8862
17,2022-05-26,23794809,810592307,33.95,34.2,33.9,34.05,0.2,10236
18,2022-05-27,28387222,972532196,34.25,34.45,33.9,34.4,0.35,10492
19,2022-05-30,34500570,1189053172,34.5,34.65,34.3,34.5,0.1,14595
20,2022-05-31,55645931,1918688844,34.45,34.65,34.2,34.65,0.15,11345
