,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-05-03,7268268,200281146,27.7,27.7,27.5,27.5,-0.3,4438
1,2022-05-04,9948011,273018374,27.5,27.6,27.35,27.4,-0.1,5132
2,2022-05-05,16439498,447363812,27.6,27.6,27.05,27.1,-0.3,9328
3,2022-05-06,19983978,534473338,26.75,27.0,26.5,26.85,-0.25,8046
4,2022-05-09,22506056,590303992,26.45,26.55,26.0,26.1,-0.75,9729
5,2022-05-10,23678304,620458026,25.85,26.5,25.65,26.35,0.25,6895
6,2022-05-11,17344595,455782405,26.2,26.4,26.1,26.35,0.0,5118
7,2022-05-12,25105506,645421844,26.05,26.1,25.45,25.5,-0.85,11917
8,2022-05-13,17192391,440799436,25.65,25.95,25.35,25.6,0.1,5168
9,2022-05-16,18748593,479194267,25.8,25.9,25.3,25.7,0.1,6760
10,2022-05-17,13263735,339409316,25.8,25.8,25.4,25.5,-0.2,5253
11,2022-05-18,31135859,812763883,25.5,26.45,25.45,26.35,0.85,9589
12,2022-05-19,25175493,649559447,25.65,25.95,25.5,25.8,-0.55,6815
13,2022-05-20,25053236,652423003,26.0,26.25,25.7,26.2,0.4,5203
14,2022-05-23,36788220,967929110,26.25,26.6,25.85,26.25,0.05,6832
15,2022-05-24,25517252,675104187,26.15,26.6,26.15,26.5,0.25,5558
16,2022-05-25,18159808,477754017,26.45,26.45,26.1,26.35,-0.15,5936
17,2022-05-26,21429511,562986241,26.5,26.5,26.15,26.25,-0.1,5002
18,2022-05-27,22108627,585411325,26.4,26.55,26.25,26.55,0.3,6071
19,2022-05-30,28861280,771270863,26.55,26.95,26.45,26.95,0.4,7314
20,2022-05-31,82475268,2237475073,26.8,27.35,26.45,27.35,0.4,7353
