,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-09-01,11168079,254753980,22.75,22.85,22.75,22.85,-0.05,3807
1,2021-09-02,11339028,256335203,22.8,22.85,22.5,22.6,-0.25,4582
2,2021-09-03,10879349,246943959,22.7,22.8,22.6,22.8,0.2,2755
3,2021-09-06,7737828,175704662,22.8,22.85,22.6,22.65,-0.15,3466
4,2021-09-07,10344822,233144948,22.65,22.7,22.5,22.55,-0.1,3503
5,2021-09-08,17000135,381685201,22.6,22.6,22.35,22.55,0.0,4998
6,2021-09-09,12855881,287892792,22.5,22.55,22.35,22.35,-0.2,3727
7,2021-09-10,8813677,197924353,22.4,22.5,22.35,22.5,0.15,2738
8,2021-09-13,8721029,196348580,22.5,22.6,22.4,22.6,0.1,3234
9,2021-09-14,11190732,253505381,22.5,22.75,22.5,22.7,0.1,3145
10,2021-09-15,11833286,267779757,22.7,22.7,22.55,22.65,-0.05,3712
11,2021-09-16,9052879,205351031,22.65,22.75,22.6,22.75,0.1,3196
12,2021-09-17,30864334,697066167,22.65,22.8,22.5,22.5,-0.25,5621
13,2021-09-22,29392952,653343598,22.3,22.4,22.1,22.25,-0.25,10820
14,2021-09-23,8329654,187226779,22.4,22.6,22.35,22.5,0.25,3349
15,2021-09-24,8247279,186097584,22.6,22.65,22.45,22.6,0.1,2594
16,2021-09-27,8781042,198269907,22.6,22.65,22.5,22.6,0.0,2650
17,2021-09-28,8002304,180248316,22.55,22.6,22.35,22.55,-0.05,3131
18,2021-09-29,15386086,345187685,22.45,22.55,22.3,22.55,0.0,5708
19,2021-09-30,12813364,288634650,22.4,22.55,22.35,22.55,0.0,3021
