,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-11-01,10310589,235913144,22.9,22.95,22.8,22.85,-0.05,3469
1,2021-11-02,12340601,282440197,22.85,22.95,22.8,22.95,0.1,2324
2,2021-11-03,5758717,131863508,22.85,22.95,22.8,22.95,0.0,2113
3,2021-11-04,8173330,187224713,23.0,23.0,22.85,22.95,0.0,2344
4,2021-11-05,11514494,263939088,22.9,23.0,22.85,23.0,0.05,3162
5,2021-11-08,10120245,232549278,23.0,23.0,22.9,23.0,0.0,4223
6,2021-11-09,14343473,329706849,22.95,23.05,22.9,23.05,0.05,6448
7,2021-11-10,9333723,215267831,23.05,23.1,23.0,23.1,0.05,3575
8,2021-11-11,8627762,199285400,23.05,23.15,23.05,23.15,0.05,4013
9,2021-11-12,12607835,293287096,23.15,23.4,23.1,23.4,0.25,5523
10,2021-11-15,17549952,412316918,23.4,23.7,23.35,23.5,0.1,6038
11,2021-11-16,12809478,301364474,23.5,23.6,23.4,23.6,0.1,4746
12,2021-11-17,17062918,404578786,23.55,23.85,23.45,23.85,0.25,8377
13,2021-11-18,18862136,451454605,23.85,24.0,23.8,24.0,0.15,5309
14,2021-11-19,11583019,275656528,24.0,24.05,23.7,23.75,-0.25,4507
15,2021-11-22,9984320,236393475,23.75,23.8,23.55,23.7,-0.05,3231
16,2021-11-23,9290960,219333103,23.7,23.75,23.55,23.6,-0.1,4074
17,2021-11-24,8984547,213440564,23.6,23.95,23.6,23.7,0.1,3605
18,2021-11-25,8238030,195157781,23.7,23.8,23.6,23.8,0.1,2770
19,2021-11-26,13894762,326574677,23.65,23.7,23.4,23.5,-0.3,6020
20,2021-11-29,13678438,318680039,23.2,23.45,23.15,23.3,-0.2,5483
21,2021-11-30,51613909,1195351367,23.25,23.4,23.1,23.1,-0.2,7900
