,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-10-01,39006124,22368447571,579.0,579.0,571.0,574.0,-6.0,78088
1,2021-10-04,22288138,12741914919,574.0,575.0,569.0,572.0,-2.0,42147
2,2021-10-05,36063650,20406526124,562.0,572.0,560.0,572.0,0.0,56678
3,2021-10-06,33989379,19345468774,573.0,574.0,565.0,571.0,-1.0,53606
4,2021-10-07,28480400,16458019782,575.0,582.0,572.0,580.0,9.0,23304
5,2021-10-08,22601904,13051944932,582.0,583.0,573.0,575.0,-5.0,24157
6,2021-10-12,27126088,15455194493,570.0,575.0,564.0,575.0,0.0,32210
7,2021-10-13,19267437,11006807040,572.0,575.0,570.0,571.0,-4.0,18050
8,2021-10-14,14270641,8213170376,579.0,579.0,573.0,573.0,2.0,14814
9,2021-10-15,55305252,32878638999,592.0,600.0,586.0,600.0,27.0,61088
10,2021-10-18,19753943,11802365489,604.0,604.0,590.0,590.0,-10.0,21353
11,2021-10-19,18709936,11196540994,598.0,600.0,593.0,600.0,10.0,20482
12,2021-10-20,17537878,10527701553,603.0,604.0,597.0,598.0,-2.0,16410
13,2021-10-21,16882324,10116911921,602.0,603.0,595.0,596.0,-2.0,17599
14,2021-10-22,14236279,8520299817,600.0,602.0,594.0,600.0,4.0,12812
15,2021-10-25,17724968,10518554968,597.0,597.0,590.0,593.0,-7.0,16139
16,2021-10-26,27047187,16169131795,595.0,600.0,593.0,599.0,6.0,13081
17,2021-10-27,16260278,9708715733,598.0,599.0,594.0,599.0,0.0,12042
18,2021-10-28,16927154,10066068774,598.0,598.0,591.0,595.0,-4.0,15065
19,2021-10-29,27684673,16352758906,595.0,596.0,589.0,590.0,-5.0,19937
