,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-09-01,6605224,191169452,28.95,29.05,28.85,29.0,0.1,1458
1,2021-09-02,7895571,227129659,29.0,29.05,28.6,28.75,-0.25,1854
2,2021-09-03,7639270,220057828,28.75,28.9,28.7,28.85,0.1,2810
3,2021-09-06,6678180,192053131,28.8,28.85,28.7,28.7,-0.15,1671
4,2021-09-07,5384324,154554372,28.65,28.8,28.6,28.8,0.1,1613
5,2021-09-08,6000954,172309825,28.85,28.85,28.65,28.7,-0.1,1480
6,2021-09-09,5889814,168749426,28.65,28.75,28.55,28.75,0.05,1666
7,2021-09-10,4277644,123112575,28.7,28.85,28.7,28.8,0.05,1144
8,2021-09-13,10620571,308093719,28.85,29.15,28.85,29.0,0.2,3006
9,2021-09-14,9963858,289929876,29.05,29.2,29.0,29.1,0.1,2816
10,2021-09-15,9331832,272320000,29.1,29.3,29.0,29.25,0.15,3264
11,2021-09-16,11606735,342143541,29.3,29.55,29.25,29.5,0.25,3684
12,2021-09-17,8945090,263580335,29.6,29.7,29.35,29.35,-0.15,3103
13,2021-09-22,11750431,339043416,28.9,29.0,28.7,28.9,-0.45,3245
14,2021-09-23,3952499,114623445,29.05,29.05,28.95,29.0,0.1,1196
15,2021-09-24,4814417,139604626,29.05,29.1,28.95,29.0,0.0,1378
16,2021-09-27,5494993,159754945,29.0,29.15,29.0,29.05,0.05,1523
17,2021-09-28,3904586,113303106,29.0,29.1,28.95,29.0,-0.05,1160
18,2021-09-29,7351002,212669576,28.85,29.05,28.85,28.95,-0.05,1718
19,2021-09-30,9758170,282758005,28.95,29.1,28.85,29.0,0.05,1839
