,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-08-02,10788602,1253341171,115.5,116.5,115.5,116.5,1.5,4552
1,2021-08-03,9736099,1136802183,116.5,117.0,116.5,117.0,0.5,3384
2,2021-08-04,10806763,1263893603,117.0,117.5,116.5,117.5,0.5,6676
3,2021-08-05,14648251,1722754886,117.5,118.0,117.0,118.0,0.5,7197
4,2021-08-06,10410916,1226357629,118.0,118.0,117.5,117.5,-0.5,5258
5,2021-08-09,5314393,623545974,117.5,118.0,117.0,117.5,0.0,2759
6,2021-08-10,8366657,983743630,118.0,118.0,117.0,118.0,0.5,2560
7,2021-08-11,9196210,1083831366,118.0,118.0,117.5,118.0,0.0,4644
8,2021-08-12,9635724,1136249279,118.0,118.5,117.5,118.0,0.0,3731
9,2021-08-13,7504024,880602565,118.0,118.0,116.5,117.5,-0.5,3128
10,2021-08-16,8928653,1047098143,117.5,117.5,117.0,117.5,0.0,2870
11,2021-08-17,10532333,1235706067,117.5,117.5,117.0,117.5,0.0,4151
12,2021-08-18,6759004,792885624,117.5,117.5,117.0,117.5,0.0,3253
13,2021-08-19,9364648,1093023300,117.5,117.5,116.0,116.5,-1.0,4417
14,2021-08-20,11439355,1330555386,116.5,117.0,115.5,116.0,-0.5,3883
15,2021-08-23,8672807,1004847182,116.0,116.5,115.5,115.5,-0.5,4419
16,2021-08-24,15045116,1737291136,115.5,116.0,115.0,115.5,0.0,6289
17,2021-08-25,38067644,4195279189,110.5,111.0,109.0,110.0,0.0,19357
18,2021-08-26,12577816,1384395820,110.0,110.5,109.5,110.0,0.0,7805
19,2021-08-27,8184230,901416590,110.0,110.5,109.5,110.0,0.0,4400
20,2021-08-30,11303719,1252822858,110.5,111.5,110.0,111.0,1.0,4599
21,2021-08-31,21352143,2388412192,111.5,112.5,111.0,112.0,1.0,5552
