,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2021-10-01,10252552,1133015805,110.5,111.0,110.0,110.5,0.0,6209
1,2021-10-04,6200228,687155625,111.0,111.0,110.5,111.0,0.5,4491
2,2021-10-05,7094734,785245140,111.0,111.0,110.5,110.5,-0.5,4945
3,2021-10-06,9501790,1053082527,110.5,111.0,110.5,111.0,0.5,5188
4,2021-10-07,6669287,742335941,111.5,111.5,111.0,111.5,0.5,4120
5,2021-10-08,11788953,1315862115,111.0,112.0,111.0,111.5,0.0,5337
6,2021-10-12,17617765,1955653538,111.0,111.5,110.5,111.5,0.0,5446
7,2021-10-13,8630453,958876712,111.5,111.5,110.5,111.5,0.0,4038
8,2021-10-14,7693695,851652419,111.5,111.5,110.5,110.5,-1.0,4310
9,2021-10-15,9402789,1040901277,110.5,111.0,110.5,111.0,0.5,5639
10,2021-10-18,6135622,680676627,111.0,111.5,110.5,111.0,0.0,2798
11,2021-10-19,5076302,565023261,111.0,111.5,111.0,111.5,0.5,3112
12,2021-10-20,7605974,843282382,111.0,111.5,110.5,111.0,-0.5,4456
13,2021-10-21,7803462,863610836,111.0,111.5,110.5,110.5,-0.5,3660
14,2021-10-22,7113481,789685509,110.5,111.5,110.5,111.5,1.0,3047
15,2021-10-25,11124619,1235432530,111.0,111.5,110.5,111.0,-0.5,4000
16,2021-10-26,12529042,1387192285,111.0,111.0,110.5,110.5,-0.5,4756
17,2021-10-27,5329947,589615940,110.5,111.0,110.5,110.5,0.0,2562
18,2021-10-28,9383021,1036542912,111.0,111.0,110.0,110.0,-0.5,4885
19,2021-10-29,7601467,839734403,110.5,111.0,110.0,110.5,0.5,2924
