,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
0,2022-06-01,10600003,1330528073,126.5,126.5,125.0,125.0,-2.0,5202
1,2022-06-02,11967957,1498814225,125.5,126.5,124.5,125.0,0.0,5239
2,2022-06-06,12889116,1616827482,126.0,126.5,124.5,126.0,1.0,6012
3,2022-06-07,10556869,1328623688,126.0,126.5,125.0,125.5,-0.5,3960
4,2022-06-08,7896502,999551755,126.0,127.0,126.0,126.5,1.0,4226
5,2022-06-09,6071439,766411387,126.5,127.0,126.0,126.0,-0.5,3318
6,2022-06-10,8902909,1117850819,126.0,126.5,125.0,125.0,-1.0,4621
